actor_id,case_id,record_status,coding_version,coder,date_coded,actor_label,identity_resolution,role_layer,role_primary,role_secondary,conduct_assessed,direct_victim_contact,attribution_basis_primary,attribution_basis_secondary,attribution_strength,attribution_limitations,alternative_explanation,source_ids,relationship_note
SEIAI-0039-A01,SEIAI-0039,reviewed,0.1.2,Hamzah,2026-08-26,Invoice-diversion email operator(s),unknown,hybrid,social_engineering_operator,platform_account_operator,Diverting a live supplier email/payment thread using similar/reply-to addresses and forged authorization/invoice documents to substitute bank details.,yes,message_or_email_content,multiple_independent_sources,moderate,"The final civil judgment and expert evidence establish that unknown persons operated the fraudulent email chain, but the human identity of those operators remains unresolved.",,SRC-SEIAI-0039-01,Conduct attribution to the unknown operator layer is stronger than human identity resolution.
SEIAI-0039-A02,SEIAI-0039,reviewed,0.1.2,Hamzah,2026-08-26,Hong Kong beneficiary-account controller,unknown,financial,bank_account_controller,intermediary,"Receiving/controlling the substituted HSBC Hong Kong account to which USD 124,806 was transferred.",no,bank_account_or_money_flow,documentary_record,limited,The judgment establishes payment to the wrong beneficiary but does not provide KYC/control evidence identifying the fraudster behind that account.,,SRC-SEIAI-0039-01,Financial destination does not resolve the email operator.
SEIAI-0040-A01,SEIAI-0040,reviewed,0.1.2,Hamzah,2026-08-26,Fake SP Mandi Facebook profile operator,identified,hybrid,platform_account_operator,social_engineering_operator,Creating/operating a Facebook profile impersonating SP Mandi and using a child-cancer donation story to solicit money.,yes,multiple_independent_sources,platform_provider_record,moderate,"Facebook/Google/IP/TSP/subscriber evidence and investigation material provide substantial prima facie linkage, but this is a bail-stage source and reported disclosures are not final findings.",,SRC-SEIAI-0040-01,Profile operation is kept distinct from receiving-account control.
SEIAI-0040-A02,SEIAI-0040,reviewed,0.1.2,Hamzah,2026-08-26,Donation receiving/withdrawal role,partially_identified,financial,bank_account_controller,cashout_actor,Receiving or withdrawing donations generated by the fake SP profile.,no,bank_account_or_money_flow,witness_or_statement,limited,The source names a receiving account under a similar but not identical name and reports that the applicant withdrew/spent donations; full KYC/control/device corroboration for the financial account is not reproduced in the order.,,SRC-SEIAI-0040-01,Do not collapse similar names/account receipt into resolved identity without more proof.
SEIAI-0041-A01,SEIAI-0041,reviewed,0.1.2,Hamzah,2026-08-26,Managing-Director impersonation operator,unknown,victim_facing,social_engineering_operator,victim_facing_operator,Operating the WhatsApp identity that impersonated the company Managing Director and issued transfer instructions.,yes,message_or_email_content,witness_or_statement,unclear,"The messages reconstruct the persona and instructions, but the reviewed source does not identify the human operator.",,SRC-SEIAI-0041-01,Central victim-facing role remains unresolved.
SEIAI-0041-A02,SEIAI-0041,reviewed,0.1.2,Hamzah,2026-08-26,Destination-account controller cluster,actor_cluster,financial,bank_account_controller,money_mule,Receiving and moving the INR 55 million sent to accounts furnished by the imposter.,no,bank_account_or_money_flow,documentary_record,limited,"The accounts are documented and one was frozen, but the source does not establish the knowledge or conduct of every controller/account holder.",Some receiving accounts may have been downstream mule/intermediary infrastructure.,SRC-SEIAI-0041-01,Financial layer only.
SEIAI-0041-A03,SEIAI-0041,reviewed,0.1.2,Hamzah,2026-08-26,Finance employee alleged insider/facilitator role,identified,organisational,intermediary,unknown_role,Alleged deliberate facilitation/collusion in processing transfers requested by the imposter.,no,message_or_email_content,documentary_record,unclear,The High Court found no material connecting the employee to the imposter or destination accounts and said contemporaneous approvals supported a bona fide-belief explanation.,"The employee may have been a manipulated insider who failed to verify, rather than a participant in the fraud.",SRC-SEIAI-0041-01,Negative-attribution row retained because the prosecution theory itself was evaluated by the court.
SEIAI-0042-A01,SEIAI-0042,reviewed,0.1.2,Hamzah,2026-08-26,KYC-suspension SMS/call operator,unknown,victim_facing,social_engineering_operator,victim_facing_operator,Sending the KYC-suspension message and directing the victim through a Paytm/UPI activation pretext.,yes,witness_or_statement,documentary_record,unclear,The consumer record reconstructs the communications but does not identify the sender/caller.,,SRC-SEIAI-0042-01,
SEIAI-0042-A02,SEIAI-0042,reviewed,0.1.2,Hamzah,2026-08-26,Paytm/transaction-session operator,unknown,technical,platform_account_operator,technical_infrastructure_operator,Operating the transaction path that followed the nominal Paytm/UPI activation step.,no,unclear,,unclear,The record does not explain the technical mechanism or provide offender-side platform/device/session attribution.,,SRC-SEIAI-0042-01,
SEIAI-0042-A03,SEIAI-0042,reviewed,0.1.2,Hamzah,2026-08-26,Unauthorized-transfer beneficiary layer,unknown,financial,bank_account_controller,intermediary,Receiving or controlling the five unauthorized transfers.,no,bank_account_or_money_flow,,not_assessed,The appellate record does not expose beneficiary-account controller evidence sufficient for actor-level assessment.,,SRC-SEIAI-0042-01,Financial layer is known to exist but not attributable from the public source.
SEIAI-0043-A01,SEIAI-0043,reviewed,0.1.2,Hamzah,2026-08-26,Purported court-connected extortion operator,unknown,victim_facing,social_engineering_operator,victim_facing_operator,"Sending/calling with claims of court influence, demanding INR 15–20 lakh and threatening harm.",yes,witness_or_statement,message_or_email_content,unclear,"The conduct is described by the complainant, but the final judgment did not identify the human operator beyond reasonable doubt.",,SRC-SEIAI-0043-01,
SEIAI-0043-A02,SEIAI-0043,reviewed,0.1.2,Hamzah,2026-08-26,Accused No.1 alleged SIM/message operator,identified,hybrid,sim_or_device_user,social_engineering_operator,Alleged use/control of the SIM/number associated with threatening and influence-peddling messages.,yes,sim_or_subscriber_record,cdr_or_telecom_record,unclear,"The court found conflicting SIM/CAF evidence, unexplained number differences, missing witnesses and inadmissible electronic records; the accused was acquitted.","The critical SIM may have been registered/used by another person, and subscriber evidence did not resolve actual use.",SRC-SEIAI-0043-01,
SEIAI-0043-A03,SEIAI-0043,reviewed,0.1.2,Hamzah,2026-08-26,Accused No.2 alleged evidence-destruction role,identified,technical,sim_or_device_user,unknown_role,Alleged screening/destruction of a handset associated with the offence.,no,witness_or_statement,documentary_record,unclear,The final judgment described the allegation against accused No.2 as limited and acquitted the accused; the prosecution proof was insufficient.,,SRC-SEIAI-0043-01,
SEIAI-0044-A01,SEIAI-0044,reviewed,0.1.2,Hamzah,2026-08-26,Fake MakeMyTrip support caller,unknown,victim_facing,social_engineering_operator,victim_facing_operator,Impersonating customer support and inducing installation/use of AnyDesk for a purported refund.,yes,witness_or_statement,,unclear,The support operator was not identified in the consumer proceeding.,,SRC-SEIAI-0044-01,
SEIAI-0044-A02,SEIAI-0044,reviewed,0.1.2,Hamzah,2026-08-26,AnyDesk remote-access operator,unknown,technical,technical_infrastructure_operator,platform_account_operator,Using the shared AnyDesk session/access to obtain control relevant to the unauthorized transactions.,no,device_possession_or_forensics,documentary_record,unclear,The source establishes third-party access through AnyDesk but does not identify the remote endpoint or human controller.,,SRC-SEIAI-0044-01,
SEIAI-0044-A03,SEIAI-0044,reviewed,0.1.2,Hamzah,2026-08-26,Payment/beneficiary operator,unknown,financial,bank_account_controller,intermediary,Receiving or controlling the two completed fraudulent debits.,no,bank_account_or_money_flow,,not_assessed,Offender-side beneficiary/account ownership is not developed in the public consumer record.,,SRC-SEIAI-0044-01,
SEIAI-0045-A01,SEIAI-0045,reviewed,0.1.2,Hamzah,2026-08-26,Electricity-disconnection smishing/call operator,unknown,victim_facing,social_engineering_operator,victim_facing_operator,Sending the disconnection warning and directing the victim to call/download a purported BESCOM application.,yes,witness_or_statement,documentary_record,unclear,The consumer adjudication does not identify the human sender/caller.,,SRC-SEIAI-0045-01,
SEIAI-0045-A02,SEIAI-0045,reviewed,0.1.2,Hamzah,2026-08-26,Fraudulent application/session operator,unknown,technical,technical_infrastructure_operator,platform_account_operator,Controlling the online software/session through which unauthorized account transactions were effected.,no,documentary_record,,unclear,The Commission found third-party control of the online software but the application provenance and human operator were not established.,,SRC-SEIAI-0045-01,
SEIAI-0045-A03,SEIAI-0045,reviewed,0.1.2,Hamzah,2026-08-26,Transaction beneficiary layer,unknown,financial,bank_account_controller,intermediary,"Receiving/controlling the unauthorized INR 25,000 and INR 199,000 transaction flows.",no,bank_account_or_money_flow,,not_assessed,The NCDRC decision does not provide offender-side beneficiary-account attribution.,,SRC-SEIAI-0045-01,
SEIAI-0046-A01,SEIAI-0046,reviewed,0.1.2,Hamzah,2026-08-26,Fake Indus Towers executive-persona cluster,actor_cluster,victim_facing,social_engineering_operator,victim_facing_operator,"Operating the Facebook, phone and WhatsApp personas presented as company legal/executive officials and sustaining the fee demands.",yes,witness_or_statement,message_or_email_content,unclear,The attack personas are richly reconstructed but the public bail order does not finally map every persona to a specific human operator.,,SRC-SEIAI-0046-01,
SEIAI-0046-A02,SEIAI-0046,reviewed,0.1.2,Hamzah,2026-08-26,Petitioner-linked legal-advisor/account role,identified,hybrid,social_engineering_operator,bank_account_controller,Alleged participation as the named legal-advisor persona and through account/communication links identified in the status report.,yes,multiple_independent_sources,bank_account_or_money_flow,moderate,"The High Court described sufficient prima facie evidence, but guilt and the precise scope of the petitioner’s victim-facing role remained for trial.",The petitioner’s actual role may be narrower than the full multi-person executive-impersonation operation.,SRC-SEIAI-0046-01,
SEIAI-0046-A03,SEIAI-0046,reviewed,0.1.2,Hamzah,2026-08-26,Beneficiary-account network,actor_cluster,financial,bank_account_controller,money_mule,Receiving and routing successive tower-installation/fee payments.,no,bank_account_or_money_flow,cdr_or_telecom_record,limited,The source links accounts/numbers to the investigation but does not establish knowledge and role for every account-linked person.,Some accounts may have functioned as downstream mule infrastructure.,SRC-SEIAI-0046-01,
SEIAI-0047-A01,SEIAI-0047,reviewed,0.1.2,Hamzah,2026-08-26,Information-elicitation caller(s),actor_cluster,victim_facing,social_engineering_operator,victim_facing_operator,Calling the victim with an incoming-payment pretext and eliciting the identity of the mobile subscriber linked to the bank account.,yes,witness_or_statement,documentary_record,unclear,The investigation reconstructs the elicitation step but the public order does not identify which arrested person made the call.,,SRC-SEIAI-0047-01,
SEIAI-0047-A02,SEIAI-0047,reviewed,0.1.2,Hamzah,2026-08-26,SIM-swap identity-impersonation actor(s),actor_cluster,technical,sim_or_device_user,technical_infrastructure_operator,Using a fake electoral identity document in the daughter’s name to obtain a replacement SIM and enable account takeover.,no,multiple_independent_sources,documentary_record,moderate,"The court records the investigative SIM-swap chain and identity documents, but specialist further investigation was ordered and no final criminal finding had been made.",,SRC-SEIAI-0047-01;SRC-SEIAI-0047-02,Role can be materially supported even though individual operator mapping remains incomplete.
SEIAI-0047-A03,SEIAI-0047,reviewed,0.1.2,Hamzah,2026-08-26,Arrested financial-routing actor cluster,actor_cluster,financial,bank_account_controller,cashout_actor,Receiving/routing funds after internet/YONO takeover through accounts and downstream payment/gift-card channels.,no,bank_account_or_money_flow,multiple_independent_sources,moderate,The investigation describes routing to arrested accused but the court called the initial charge-sheet technically unsatisfactory and ordered further investigation.,,SRC-SEIAI-0047-01;SRC-SEIAI-0047-02,
SEIAI-0047-A04,SEIAI-0047,reviewed,0.1.2,Hamzah,2026-08-26,Unidentified gift-card/dark-net facilitator,unknown,financial,intermediary,cashout_actor,Allegedly retaining a 20% share in the gift-card/dark-net routing layer before remaining funds moved to arrested accused.,no,bank_account_or_money_flow,documentary_record,unclear,The role is described by the Investigating Officer but the actor was not apprehended and the technical/financial trail was incomplete.,,SRC-SEIAI-0047-01,
SEIAI-0048-A01,SEIAI-0048,reviewed,0.1.2,Hamzah,2026-08-26,Facebook/WhatsApp relationship persona operator,partially_identified,victim_facing,social_engineering_operator,platform_account_operator,"Building the online relationship, eliciting family-problem disclosures and inducing initial transfers using an emotional abandonment/harassment narrative.",yes,witness_or_statement,message_or_email_content,unclear,The source describes the persona and later petitioners but does not provide platform/device evidence identifying which petitioner operated the initial account.,,SRC-SEIAI-0048-01,
SEIAI-0048-A02,SEIAI-0048,reviewed,0.1.2,Hamzah,2026-08-26,False-suicide/police threat caller cluster,actor_cluster,victim_facing,social_engineering_operator,victim_facing_operator,Calling as friends/associates and threatening false suicide/police implication and circulation of obscene material to coerce payments.,yes,witness_or_statement,message_or_email_content,unclear,"The threatening conduct is alleged in the complaint, but the compromise-based final order does not map each call/persona to a human operator.",,SRC-SEIAI-0048-01,
SEIAI-0048-A03,SEIAI-0048,reviewed,0.1.2,Hamzah,2026-08-26,Petitioners’ alleged scheme participation,identified,hybrid,intermediary,unknown_role,Alleged participation in the charged cheating/extortion scheme that followed the online relationship.,unknown,documentary_record,co_accused_link,unclear,The proceedings were ultimately quashed by compromise; the High Court did not adjudicate actor-specific digital or financial evidence on merits.,The public source cannot distinguish each petitioner’s precise operational role from the existence of the prosecution case.,SRC-SEIAI-0048-01,
SEIAI-0049-A01,SEIAI-0049,reviewed,0.1.2,Hamzah,2026-08-26,FedEx narcotics-pretext caller cluster,actor_cluster,victim_facing,social_engineering_operator,victim_facing_operator,Claiming a FedEx parcel to Taiwan contained narcotics and creating fear of criminal prosecution.,yes,witness_or_statement,,unclear,The callers are not identified in the reviewed bail order.,,SRC-SEIAI-0049-01,
SEIAI-0049-A02,SEIAI-0049,reviewed,0.1.2,Hamzah,2026-08-26,Fake Mumbai Cyber Crime operator cluster,actor_cluster,victim_facing,social_engineering_operator,victim_facing_operator,Posing as police/cybercrime personnel and demanding payment to save the victim from prosecution.,yes,witness_or_statement,,unclear,The victim-facing police operators remain distinct from the account-linked accused described in the financial investigation.,,SRC-SEIAI-0049-01,
SEIAI-0049-A03,SEIAI-0049,reviewed,0.1.2,Hamzah,2026-08-26,Applicant bank-account control/routing role,identified,financial,bank_account_controller,intermediary,Opening/maintaining an account allegedly used for fraudulent transactions and routing a major portion of victim funds onward.,no,bank_account_or_money_flow,multiple_independent_sources,moderate,"The court described prima facie account/cash-flow evidence, but the investigation was preliminary and this conduct does not establish the applicant made the original calls.",The applicant may have occupied a financial-routing role distinct from the social-engineering operators.,SRC-SEIAI-0049-01,
SEIAI-0049-A04,SEIAI-0049,reviewed,0.1.2,Hamzah,2026-08-26,Accused cash-withdrawal actor,identified,financial,cashout_actor,intermediary,Withdrawing a substantial amount from a fraud-linked account and handing cash onward as alleged in the prosecution case.,no,financial_withdrawal_or_cashout,bank_account_or_money_flow,moderate,The bail order records the alleged withdrawal/hand-off but does not finally adjudicate the cash-out actor’s knowledge of the full fraud.,,SRC-SEIAI-0049-01,
SEIAI-0050-A01,SEIAI-0050,reviewed,0.1.2,Hamzah,2026-08-26,Spoofed senior-government-official operator cluster,actor_cluster,victim_facing,social_engineering_operator,victim_facing_operator,Using spoofed official numbers and senior-government/CBI/MHA identities to present claimed influence over investigations and demand money.,yes,cdr_or_telecom_record,witness_or_statement,unclear,"Spoofed calls and witness material are described, but the revision order does not map every official persona/call to a specific human operator.",,SRC-SEIAI-0050-01,
SEIAI-0050-A02,SEIAI-0050,reviewed,0.1.2,Hamzah,2026-08-26,Petitioner alleged coordinator/intermediary role,identified,organisational,coordinator,intermediary,"Allegedly coordinating with co-accused and participating knowingly in extortion-by-impersonation, including communications around large payment demands.",unknown,multiple_independent_sources,message_or_email_content,moderate,"The High Court found sufficient material to proceed at the discharge stage, not proof beyond reasonable doubt; the petitioner disputed knowledge and conspiracy involvement.",The petitioner argued that he was himself a victim and not part of the core conspiracy.,SRC-SEIAI-0050-01,
SEIAI-0050-A03,SEIAI-0050,reviewed,0.1.2,Hamzah,2026-08-26,Extortion-by-impersonation network,actor_cluster,organisational,organiser,social_engineering_operator,"Coordinating spoofed calls, claimed official influence and large extortion demands directed at persons facing investigations.",yes,multiple_independent_sources,message_or_email_content,moderate,"The network-level prosecution theory was sufficient to survive discharge/revision, but individual roles remain trial-dependent.",,SRC-SEIAI-0050-01,
